active_fixed5050_median_cagr_pct,active_fixed5050_median_mdd_pct,benchmark_0050_qqq_cagr_pct,benchmark_0050_qqq_mdd_pct,pct_seeds_beating_benchmark,pct_seeds_positive_cagr,worst_seed_cagr_pct,best_seed_cagr_pct
12.67,-17.08,18.04,-22.55,0.0,100.0,6.82,15.53
