cap_group,mean_ic,std_ic,icir,t_nw,p_nw,se_nw,pct_positive,T,L
Small,-0.01736673712443212,0.5010811702811445,-0.034658530702097755,-1.3038800751196111,0.19251187885799337,0.013319274874906717,44.42687747035573,1265,7
Mid,0.039283432655672475,0.46304864023837483,0.08483651444360053,3.2209549980988643,0.0013101834735680384,0.012196206615385535,53.59683794466403,1265,7
Large,0.05573564035780185,0.5103550153010825,0.10920954764189152,4.081931019450598,4.7465117039013904e-05,0.01365423376637646,52.17391304347826,1265,7
