,dealer_net_buy,eps_growth,foreign_net_buy,macd_signal,momentum_20d,revenue_yoy,roa,roe,rsi_14,trust_net_buy,volume_ratio
2025-08-18,0.038263439350841914,0.39322533136966126,-0.06622518349184178,-0.17660048931157807,-0.665195176406944,0.3046358440624721,0.4236592728681617,-0.07152689022449482,-0.4459162355117346,-0.31052252703952476,-0.047093463816420815
2025-08-19,-0.34411764705882353,-0.1898455260099464,0.08823529411764705,-0.2411764705882353,-0.4323529411764706,-0.3235294117647059,-0.20329670329670327,0.15384615384615383,-0.4617647058823529,-0.06470588235294117,0.2323529411764706
2025-08-20,-0.01764705882352941,-0.33554092969199834,-0.4382352941176471,0.22058823529411767,0.5117647058823529,-0.37941176470588234,-0.5549450549450549,0.005494505494505494,0.3058823529411765,0.36470588235294116,0.2441176470588235
2025-08-21,-0.3147058823529411,0.1250920132623678,-0.18529411764705883,-0.3411764705882353,-0.19705882352941176,-0.07058823529411765,0.054945054945054944,0.054945054945054944,-0.28529411764705886,-0.3029411764705882,-0.13529411764705881
2025-08-22,-0.0058823529411764705,0.5194997727248921,-0.5794117647058823,-0.2323529411764706,-0.008823529411764706,0.3058823529411765,0.4450549450549451,0.049450549450549455,-0.12058823529411765,-0.1411764705882353,-0.42352941176470593
2025-08-25,-0.6382352941176471,0.007358353721315752,-0.06470588235294117,-0.3558823529411765,0.08241356167873644,0.1764705882352941,0.0,-0.510989010989011,-0.044117647058823525,0.1176470588235294,-0.7529411764705882
2025-08-26,0.19705882352941176,0.4017661131838401,-0.02647058823529412,-0.5323529411764706,0.21176470588235297,0.6176470588235293,0.5164835164835164,0.2087912087912088,0.12941176470588234,-0.15294117647058825,0.3058823529411765
2025-08-27,0.08823529411764705,0.14716707442631505,-0.4647058823529412,-0.032352941176470584,-0.4823529411764706,-0.1176470588235294,0.11538461538461539,0.6263736263736264,-0.6852941176470588,-0.24705882352941175,0.7470588235294118
2025-08-28,-0.02647058823529412,0.09124358614431533,0.33529411764705885,0.0,0.08823529411764705,0.2911764705882353,0.20329670329670327,0.1043956043956044,0.1176470588235294,0.3058823529411765,0.2029411764705882
2025-08-29,0.44117647058823534,-0.11184697656399943,0.19705882352941176,-0.17058823529411765,-0.2735294117647059,-0.3147058823529411,0.07142857142857142,-0.20329670329670327,-0.5411764705882353,-0.1323529411764706,0.55
2025-09-01,0.019131719675420957,0.235640648011782,-0.5562915413314709,-0.13245036698368357,0.09204712812960236,-0.042678451583631365,0.5337006424443076,0.1568089516460079,-0.6136867003577338,0.06622518349184178,0.41795449137073476
2025-09-02,0.307496938523664,0.6034961588048011,-0.02686866453119394,-0.0686643649130512,-0.37019048909644986,0.32242397437432735,0.45857053469115877,0.03314967720658979,-0.3134677528639293,0.307496938523664,0.17912443020795962
2025-09-03,-0.22713963131249046,-0.09003712104548751,-0.03244851875892721,0.19469111255356328,-0.0589973068344131,0.085546094909899,-0.05502068478807294,-0.21182963643408084,-0.023598922733765244,0.27514792899408286,-0.014749326708603275
2025-09-04,0.36764705882352944,0.7520237503184698,0.5441176470588236,-0.1264705882352941,0.4558823529411765,0.4058823529411764,0.6703296703296703,0.14835164835164835,0.6470588235294118,0.44705882352941173,0.45
2025-09-05,0.31111964674662895,0.03113486638160999,-0.35112074418548117,-0.07259458424088008,-0.38964031949696853,0.22519136335946477,-0.2841501233603452,-0.15321820377273515,-0.5051990454314308,0.2385250625057488,-0.11704024806182706
2025-09-08,0.5735294117647058,0.5312731386789974,0.7000000000000001,-0.12058823529411765,0.25,0.5264705882352941,0.43956043956043955,0.016483516483516484,0.5264705882352941,-0.27058823529411763,0.16176470588235295
2025-09-09,-0.030905085629526156,0.4094256259204712,-0.26342906322310394,0.06328184200331548,-0.0014760183777948774,0.4297278573248399,0.37964272503770335,0.2503441157857319,0.244297343547683,0.2045622334525779,0.4356145403018926
2025-09-10,0.2588235294117647,0.7608537747840488,0.6352941176470589,0.5058823529411764,0.7352941176470589,0.5029411764705883,0.6703296703296703,0.23626373626373626,0.8205882352941177,0.31176470588235294,0.6882352941176471
2025-09-11,0.4058823529411764,0.27520242917720916,0.25,0.12352941176470587,0.3852941176470588,-0.01764705882352941,0.22527472527472525,0.2857142857142857,0.4058823529411764,0.6705882352941177,0.3911764705882353
2025-09-12,-0.055882352941176466,-0.07505520795742067,-0.2058823529411765,0.15588235294117647,0.011764705882352941,0.09411764705882353,0.2802197802197803,-0.6428571428571429,0.0029411764705882353,0.24705882352941175,-0.032352941176470584
2025-09-15,-0.02647058823529412,0.38704940574120855,0.03529411764705882,0.39999999999999997,0.4911764705882353,0.5088235294117647,0.6428571428571429,-0.2802197802197803,0.44705882352941173,0.3558823529411765,0.4441176470588235
2025-09-16,-0.08849596025161967,-0.6509241046075408,-0.0530975761509718,-0.48082805070046686,-0.6873186246209128,-0.6342210484699409,-0.49793719733206016,-0.12379654077316414,-0.7758145848725323,-0.43363020523293644,-0.3569337063481993
2025-09-17,-0.4705882352941176,0.5268581264462079,-0.17058823529411765,0.22647058823529412,0.4852941176470588,0.09999999999999999,0.510989010989011,0.03846153846153846,0.34705882352941175,0.4558823529411765,0.15294117647058825
2025-09-18,0.31764705882352945,-0.703458615757786,0.07352941176470588,-0.36176470588235293,-0.5470588235294118,-0.5411764705882353,-0.5,-0.32967032967032966,-0.4735294117647058,-0.07352941176470588,-0.32647058823529407
2025-09-19,0.7000000000000001,-0.0014716707442631505,-0.22058823529411767,-0.15588235294117647,0.03823529411764706,0.38235294117647056,-0.21428571428571427,0.17032967032967034,0.2323529411764706,0.0588235294117647,0.08529411764705883
2025-09-22,-0.08388523242299958,0.08689248895434462,0.4429728940232083,0.30022083182968273,0.3473142956461035,0.06769685423610491,0.13755171197018234,-0.25309515002513555,0.3899927472297349,0.31788088076084053,-0.038263439350841914
2025-09-23,0.13686537921647302,0.2120765832106038,-0.22222228238373573,0.18984552600994642,0.4385578817904188,0.27373075843294603,0.15955998588541154,0.21733170491288817,0.332597588203472,-0.42678451583631366,-0.24724068503620925
2025-09-24,-0.09411764705882353,-0.3752760397871034,-0.02647058823529412,-0.33529411764705885,-0.5529411764705882,-0.4705882352941176,-0.6923076923076923,0.15934065934065936,-0.31176470588235294,0.5029411764705883,0.0588235294117647
2025-09-25,0.007358353721315752,-0.30633284241531666,0.27078741694441966,-0.08241356167873642,-0.09713026912136795,-0.2678440754558934,-0.09903723261853131,-0.19257239675825533,-0.18837385526568326,-0.18984552600994642,0.020603390419684106
2025-09-26,-0.3,-0.11773365954105203,0.008823529411764706,0.42352941176470593,0.27941176470588236,0.19117647058823528,0.010989010989010988,-0.48901098901098894,0.2529411764705882,-0.14411764705882352,-0.02941176470588235
2025-09-30,0.032376756373789305,0.036818851251840944,-0.15894044038042027,-0.09860193986563108,0.1810155015443675,0.15746876963615708,0.15955998588541154,0.14305378044898964,0.06622518349184178,0.11773365954105203,0.05445181753773658
2025-10-01,0.1309786962394204,0.7290132547864506,-0.23105230684931463,-0.08388523242299958,0.596026651426576,0.7505520795742068,0.6923076923076923,0.1868131868131868,0.19867555047552532,-0.035320097862315616,0.2060339041968411
2025-10-02,0.19764097789528393,0.8088580710315928,-0.038348249442368525,-0.26548788075485896,0.3775827637402439,0.4837779160421875,0.8995881962849928,-0.12929860925197142,0.351033975664758,0.2300894966542111,0.256638284729697
2025-10-03,0.09117647058823529,-0.07505520795742067,0.17941176470588235,0.4323529411764706,0.4852941176470588,-0.03823529411764706,-0.1758241758241758,-0.4725274725274725,0.4588235294117647,0.09411764705882353,0.12941176470588234
2025-10-07,-0.5705882352941177,-0.6799118838495756,-0.6852941176470588,-0.15294117647058825,-0.6029411764705882,-0.5676470588235295,-0.5384615384615384,-0.40659340659340654,-0.5323529411764706,-0.06176470588235294,0.09705882352941177
2025-10-08,-0.0411764705882353,-0.08977191540005218,0.10588235294117648,0.14411764705882352,0.19411764705882353,0.3558823529411765,0.12087912087912088,-0.3626373626373627,0.26176470588235295,0.10294117647058824,0.02941176470588235
2025-10-09,-0.39999999999999997,0.11479031805252574,-0.3,-0.1264705882352941,-0.014705882352941175,-0.12352941176470587,0.33516483516483514,0.2967032967032967,-0.05294117647058824,-0.32647058823529407,-0.08529411764705883
2025-10-13,-0.03973511009510507,0.011782032400589101,0.4135394791379453,-0.11331864730826258,-0.30757918555099845,0.31052252703952476,0.1623110201248152,-0.08803309566091672,-0.07211186646889438,-0.3944077594625243,-0.06475351274757861
2025-10-14,-0.10882352941176471,0.18543051377715697,0.3205882352941176,0.6382352941176471,0.611764705882353,0.5735294117647058,0.41208791208791207,-0.4450549450549451,0.6441176470588235,0.14422373293778876,-0.19117647058823528
2025-10-15,-0.3058823529411765,0.03679176860657876,-0.19117647058823528,0.42352941176470593,0.19705882352941176,-0.22647058823529412,-0.23076923076923078,-0.39010989010989006,0.02941176470588235,0.0029411764705882353,-0.3323529411764706
2025-10-16,-0.3941176470588235,-0.5857249562167338,-0.17352941176470588,-0.23823529411764705,-0.2735294117647059,-0.7352941176470589,-0.8186813186813187,-0.16483516483516483,-0.4205882352941176,-0.15882352941176472,-0.055882352941176466
2025-10-17,0.1323529411764706,0.4841796748625765,0.032352941176470584,0.23823529411764705,0.4205882352941176,0.21176470588235297,0.521978021978022,-0.22527472527472525,0.3852941176470588,-0.4205882352941176,0.10882352941176471
2025-10-20,0.08849596025161967,0.3099638593369243,-0.2359892273376524,-0.3185854569058308,-0.35988357168991997,0.7610652581639291,0.2762473100549149,0.6408937593274026,-0.07669649888473705,-0.32743505293099273,0.10029542161850229
2025-10-21,-0.03973511009510507,-0.5441826215022091,0.1751288185673149,0.17660048931157807,0.06769685423610491,-0.30905085629526163,-0.8516483516483516,0.26373626373626374,0.002943341488526301,0.1339220377279467,0.33701260043626147
2025-10-22,0.1692421355902623,-0.7385861561119292,0.023546731908210407,0.23546731908210405,0.014716707442631503,-0.5754232610068919,-0.7307692307692307,-0.10989010989010989,-0.17218547707878862,-0.03973511009510507,0.014716707442631503
2025-10-23,-0.6441176470588235,0.5754232610068918,-0.7088235294117646,-0.2323529411764706,0.22647058823529412,0.42352941176470593,0.5714285714285714,-0.054945054945054944,0.22352941176470587,0.2713876114383003,-0.5264705882352941
2025-10-27,0.017660048931157808,0.1325478645066274,-0.35761599085594553,-0.13245036698368357,0.2516556972689987,-0.09713026912136795,0.1705641228430261,0.09903723261853131,0.2016188919640516,-0.267611589613362,-0.6813835545938387
2025-10-28,0.08849596025161967,0.289299602047796,0.044247980125809834,-0.0265487880754859,0.21829003528732854,0.5280258961679973,0.1568089516460079,0.1458048146883933,0.1386436710608708,0.0589973068344131,0.08259622956817834
2025-10-29,-0.31563559156411014,-0.2878235836700011,0.26253801541313837,0.3392345142978754,0.25958815007141767,-0.16814232447807734,-0.20994795564173535,-0.480670319495552,0.14749326708603278,-0.11538461538461538,-0.15634286311119475
