,2330.TW,2317.TW,2454.TW,2308.TW,2382.TW,2303.TW,2412.TW,2881.TW,2882.TW,2886.TW,1301.TW,1303.TW,2002.TW,2912.TW,2207.TW,6505.TW
2025-01-21,0.013392854655585706,0.00840336878890735,0.0,0.03795960493696193,0.0018587398152931645,-0.0640278834384077,0.00809713767764686,0.014207580856240742,0.01365709985913166,-0.006418439272624976,0.006944430264510082,0.009360390007312036,0.0024874789047681922,-0.003831414609198669,0.006589824102738229,0.00548702245583832
2025-01-22,-0.057268528709914834,-0.0805555970401658,0.023890810996019418,-0.08799997544990024,-0.09833020222770206,0.007462672243584878,0.008032100652820118,-0.015086229614522995,-0.011976099100585391,0.011627966500284748,-0.049655221140559536,-0.034003046676460036,-0.007444112611151632,-0.007692301615183972,0.003273233465490577,-0.06275588039454227
2025-02-03,0.023364554655275427,-0.0030210871289210184,-0.006666685840582165,-0.005012562315651059,-0.03292180988737836,-0.00987665808784488,-0.003984018465934103,-0.012035029341764036,-0.012121264566255285,-0.011494311036607252,-0.013062338548520791,-0.02400003850206711,-0.020000009696739318,-0.007751931812788326,-0.017944586451456135,-0.03347888382604913
2025-02-04,0.013698509918056212,0.03636357189207584,0.0234899583191579,0.021410555077425286,0.021276569691158764,0.0,0.007999972107641584,0.016611321388172007,0.01993872221229731,0.0,-0.001470630739459633,-0.00163930426333736,0.0,0.009765648024746554,0.0016611941136570607,0.027108348825966244
2025-02-05,0.004504652896621719,0.011695948072835138,0.0,0.028360072202994413,0.01041668748272273,0.0,0.0,0.013071915323932926,0.006015063514614338,0.007751943540026618,0.016200307641745182,0.009852168402667782,0.015306105284822014,0.01160540628426765,0.0,0.0
2025-02-06,0.008968344346814705,0.02890169870466286,0.0,-0.004796192875898497,0.03917520336110303,0.001246948076101706,0.0,-0.0075268930306123805,0.0,-0.003846207377822042,-0.028985560879288386,-0.02601619726263238,-0.012562783952451473,-0.005736163199625444,0.001658329851161211,-0.01612896401253494
2025-02-07,-0.017777699877095654,-0.022471901128858662,-0.029508239823747173,-0.025301137107017757,0.0,0.0012453951330366753,-0.003968271686872082,0.011917677848731545,0.0074737984192447815,-0.0038609558216416984,0.0014925805787364688,0.010016645170269234,0.020356145196259945,0.00961540740459843,0.0,0.01639337212152725
2025-02-10,0.00452492316248132,0.028735688591605246,0.02027032935716533,-0.006180507880745756,0.023809572144313007,0.004975081156080918,0.0,0.004282573642021781,0.01632044095636176,-0.005167962360017708,0.01341285896865374,-0.0016528522193340889,-0.0074812405559554485,-0.011428562141734488,-0.0033112777847111863,0.01759536861784361
2025-02-11,-0.009009193359625578,-0.0111732233458256,-0.016556380708020013,-0.0024875776455405285,0.0,-0.007425829159791175,0.003984081605103773,-0.004264311414357236,0.0029196914002564966,0.005194808937071915,0.048529448914016005,0.026490065368523386,0.010050305125696601,0.00578031162524395,0.0,0.03746401030299906
2025-02-12,-0.0090907564413375,0.016949167684532807,0.023569050324610874,0.009975124478827091,0.007751953355428887,0.03241902964491694,-0.003968271686872082,0.0,0.0,0.0012919393997594675,0.05049082179415021,0.05645155599330298,0.08955223160559966,0.007662829218397338,0.009966836317816696,0.02638893236807016
2025-02-13,-0.027522812879770986,-0.011111150155450167,-0.009868408146528895,-0.009876604123269406,0.0,0.0,0.0,-0.0032119962404814073,0.0,0.0012903746943411232,0.02536716682872253,0.00763358050191032,0.0616438089287219,0.0057034476377919585,-0.004934185215152764,0.021650775458254223
2025-02-14,0.02358473849593934,0.025280922083781743,0.026578066087228125,0.012468905598533864,0.0019230192194934492,0.014492726612665097,0.003984081605103773,0.009666950919501094,0.004366845973339473,0.002577321429939161,0.027343734651037233,0.012121271668718903,-0.01720430950624119,-0.0018903875124148817,0.009917413158240684,0.03443711769850233
2025-02-17,0.013824766057904503,0.0054794280786831795,-0.006472510779989671,-0.03694580939836145,0.01535511746933671,-0.0011904417735997264,0.003968271686872082,0.0031915818356178516,0.0028985341668663622,0.00771208776076171,-0.027883418829604434,-0.011976106033948053,-0.019693674695906438,0.0037878758406970636,0.00818319150615765,-0.021766881039053443
2025-02-18,-0.0090907564413375,-0.0027247406954961084,0.0032573798798805065,0.0025574806288430896,0.01890356894551215,0.014302714590331389,0.0,-0.02014849221266679,-0.007225450492156615,-0.0012754605692260057,0.016949138863250557,0.019697081258865046,-0.0022320682608915066,0.0037736416052900346,-0.0064935446960417975,0.006544464670568795
2025-02-19,-0.009174385456547252,-0.005464543202554184,-0.02597401848369496,-0.005102072513850753,-0.011131688548814078,0.010575773670369326,0.0,-0.0043290108761727675,0.0014556543542179057,0.0038312683393748603,-0.003846166055647582,-0.005943622997983011,0.013422803068213085,-0.005639122755078607,0.0,-0.006501913129799641
2025-02-20,0.013889116792550338,0.005494568509553988,0.006666685840582165,0.01538463139634616,0.01313317426586269,0.013953462894996882,0.003952586748786846,0.006521749036771052,0.0014535385045646443,0.002544632131787683,0.009009070913296391,0.014947668620091337,0.015452535040119342,0.013232533374942346,0.008170036853075269,0.019633496095105896
2025-02-21,-0.01826498382085051,0.005464456792952488,0.023178748123911852,-0.0012626341272800046,-0.018518496588845967,-0.0011467558786607546,0.0,-0.010799152366408049,-0.0029028575938434553,-0.0012690867070810352,0.012755076107939134,0.008836538874223754,0.008695698366318672,-0.0037313991608980412,-0.012965933015130715,0.02182276356995838
2025-02-24,-0.018604568006909017,-0.035326061034406386,0.003236296453493548,-0.006321072993239474,-0.039622660062920145,-0.00574054868388485,-0.003937025314698417,0.001091794463724316,0.0,0.002541297980101609,0.016372782591467683,0.007299320025060618,0.030172321913333633,-0.007490630941469623,-0.0016420997280478522,0.016331721928931398
2025-02-25,0.004739374055783507,0.016901423005776683,0.006451631388208812,0.015267190734258751,0.021611045405331764,0.006928393903868679,0.007905110857530318,0.011995565511570438,0.00727803759246104,0.01267428077637156,-0.017348130269855377,-0.011594259021600606,-0.004184122826449421,0.001886761178034435,0.0148026640200154,-0.02843024744487943
2025-02-26,-0.01886795562866239,-0.036011140030960065,-0.028846195296897803,0.0075187652206616384,-0.03653847194402582,0.0022936980399528295,0.003921586175333669,-0.005387939148043919,-0.011560627792817746,-0.00750939231911063,-0.021437710105229768,-0.010263908285945034,0.02310928649433186,-0.011299367110227942,0.004862318325183912,-0.015267128610540692
2025-02-27,-0.01923080153880008,-0.022988496345843545,-0.02970301424676658,-0.02985077640880407,0.0,-0.0022884490289006854,0.003906267411057263,0.005417126294877894,0.0058479195173108955,0.012610349930090692,-0.02577314601954206,-0.02666670987886388,-0.014373713688697776,0.0095237716885479,0.0032257186874029564,0.0051680096895143635
2025-03-03,-0.01960781554757618,0.002941210120999793,0.0238095505267375,-0.03205124202195497,0.03193612710759197,0.0,-0.011673141913349672,-0.017241405273740518,-0.0159884558737301,-0.011207929065823685,-0.01190479967730651,-0.027397186968287413,-0.016666674747282784,-0.007547163961358905,-0.02733119005123874,-0.014138856136153843
2025-03-04,0.01999997129569908,0.017595323148676068,0.0,0.002649023054887234,0.013539616788479147,0.009174419594548455,0.003936962921270215,0.006578957449315137,0.007385542098528708,-0.0025189932490182754,0.04685409534006202,0.07981221116499193,0.02118647166797638,-0.005703387559762629,-0.003305804386080191,0.04563227543544457
2025-03-05,-0.014705938132074325,0.0,-0.006644453289476493,0.013210038867321527,-0.005725202367915627,0.0,0.003921586175333669,0.007625283938960781,0.007331395766454474,0.001262677300103876,-0.01278769873172858,-0.028985590938644168,0.006224018975673484,0.0019120141181130368,0.001658329851161211,-0.03366578036168322
2025-03-06,0.0,-0.00864554049552424,-0.020066946687680276,-0.022164332129305575,-0.009596887048924807,0.003409084406519103,0.0,-0.017297323429377398,-0.02037839987850809,-0.0037830550152808673,0.0012953743089507697,-0.001492500937841923,0.0,0.0,-0.001655584346218708,-0.007741911201744722
2025-03-07,-0.0069651554096187285,0.0,-0.047781535380292284,0.0013334249204337567,0.01162786806907068,0.020385012211856957,0.0,-0.0022002234045169766,0.0,0.00632906821455026,0.010349287579944022,0.010463356355559172,0.018556720488303036,-0.0019083652967232245,-0.003316768975507034,0.031209365578430237
2025-03-10,-0.0270541243177429,-0.02034888531524237,-0.007168479320231902,-0.013315578009785112,-0.024904203646702094,-0.004439563478681463,-0.003906267411057152,-0.011025375311388697,-0.02080237759216208,-0.006289263039752302,-0.0012804467732820957,-0.0029585077323057707,-0.016194339930780233,-0.005736163199625444,-0.0016638484520870023,-0.020176644853244774
2025-03-11,0.0175077228045748,0.011869478251223864,0.018050547800278816,0.04588388580400915,0.019646404913937987,-0.0011147950011332064,0.003921586175333669,-0.0022296578771897613,0.009104712895376066,-0.005063395001383197,-0.020512819495362655,0.008901975335517953,-0.006172872513414807,0.0019231057894144588,-0.006666705469573597,-0.002573927776849283
2025-03-12,-0.02327929865700895,-0.014662738375691209,-0.014184348019526838,0.0025805805971956808,-0.007707144288159884,-0.02455349595730405,0.003906267411057263,-0.00558650905456437,-0.009022565031187257,0.0076335939430496325,-0.024869121348234935,-0.05294109334003716,-0.018633480019777382,-0.0019194145521768124,0.006711448721473667,-0.03225808074749681
2025-03-13,-0.006217691898668276,0.011904709239727085,0.007194173677813831,-0.025739945992863333,-0.0038835028609729427,0.027459901496143413,0.0,-0.00898877732862624,0.0015174419772068237,0.001262677300103876,0.07248324461905842,0.041925350830714025,0.025316426693510863,-0.003846150807591986,0.008333326927193019,0.0599999688033106
2025-03-14,0.011470334602233567,-0.011764654449203493,0.017857149330928968,0.04095112873780482,-0.005847964879800993,-0.017817398930004558,-0.0038910678594834547,0.020408193698242094,0.0,-0.001261084956755365,0.013767220283368742,0.026825795631238547,-0.008230416875997904,0.0019305309024038042,0.011570151983357313,0.01132076878455246
2025-03-17,0.005696536724909773,-0.002976224372303271,0.035087731795502064,0.015228362033810505,0.0176470942266711,0.009070308774862257,0.007812472916133295,0.004444359602662873,0.007575775118993766,0.006313186393181347,0.0061728271229160026,0.007256829698889744,0.002074619344648587,-0.005780372513571885,0.0,0.008706456802964002
2025-03-18,-0.019567449116016045,-0.020895572268094464,-0.006779680554727552,-0.0237499921942812,-0.02312143286447954,-0.004494434521199464,-0.0038759249464073164,-0.015486658671256759,-0.018045069580905793,-0.005018824319672821,-0.014723878035708626,-0.017291094183619182,-0.0020703242099927577,-0.003875965906394163,0.006535986415966644,-0.02096169471499798
2025-03-19,0.0346639041984802,0.012195165458019908,0.013651830132191956,0.00768250629894518,0.013806733977006935,0.019187446550919196,0.0038910061943826513,0.010112282131599981,0.009188308210711593,0.005044139972036232,0.01618918000106384,0.01319650260718963,0.010373418606698381,0.005836601950927944,0.00974031704406264,0.008816011051642647
2025-03-20,-0.013197960836796918,-0.006024069988530889,-0.0033669705698319286,0.006353200126319791,-0.003891058329049457,-0.003322252861066244,0.007751972744997504,-0.010011047593897704,-0.012139657881924948,-0.0037640685267675833,-0.04289207389036531,-0.0463096957653637,-0.022587309879197326,0.005802672580197621,-0.011254031895834293,-0.03245935861784244
2025-03-21,0.0,-0.012121254521427538,0.0,-0.010100994172597355,-0.025390613290968478,-0.0033334172598602496,-0.007692341920087831,0.0,-0.0015360895791739493,0.0062971837176428735,-0.010243276960914427,-0.013657078273954126,-0.0042016217837992365,-0.00961534663336161,-0.00650399587807049,-0.0025805699775947044
2025-03-24,0.01851852088519923,0.012269982097403487,0.03040545116878479,0.0,0.0,0.0,0.0,0.007865087799443504,0.0,-0.006257777344043314,-0.010349287579944022,-0.013846176591458703,-0.025316426693510974,-0.0019417766449401075,0.00818319150615765,-0.011642962599592077
2025-03-25,-0.010101095019857675,0.00606057934266202,-0.006557395872395899,0.01785717414828869,0.010019995908165713,-0.006688951097604923,0.0,0.0022296578771896503,0.006153872999030696,0.0050377868947679705,0.007843060700299276,0.004680255946869272,0.0043290272256724105,-0.0019454929965572187,0.006493651663140421,0.0026177246181877667
2025-03-26,-0.02244894208196646,-0.033132527825089686,-0.019802037415601825,-0.017543889851963645,-0.02380950870490217,0.005611692432729187,0.007751972744997504,0.0,-0.0015289817437906805,0.006265618865036959,0.010376235119727184,-0.003105696121716517,0.010775835225660169,0.0019492853174907232,-0.001612965620674478,0.0
2025-03-27,-0.006263049099527462,-0.04049841259582354,-0.013467967724590135,-0.039540823031776084,-0.020325179212232425,-0.005580377072937126,0.0,-0.0189098378448761,-0.019908185901960196,0.003735943460919655,-0.03722729713071904,-0.034267808894510754,-0.019189784326331782,0.0,-0.017770647609232082,-0.026109714805853
2025-03-28,-0.04411758949162525,-0.05194813062611403,-0.05119447126040355,-0.04382472498369816,-0.06846473386869201,0.0022447863592538475,-0.011538451926550675,-0.03287986762494555,-0.043750001178325504,-0.00992546780360326,-0.02399997358842243,-0.03225809500358767,-0.026087010779485498,-0.023346284842455267,-0.009868478804862746,-0.018766733329033003
2025-03-31,0.03736252785617511,0.04109592898638725,0.050359672169876246,0.030555572901597383,0.04231627151550499,0.029115315370213724,0.011673141913349783,0.024619029753981225,0.006535910342651663,-0.005012534812579572,0.03415293759237481,0.038333308917959386,0.024553616650133225,0.005976059251828314,0.01827247852197611,0.028688595766434455
